latitude,longitude,elevation,slope,soil_moisture,label
27.6022,88.6463,1578.0,8.317918871896588,0.34327942,1
27.4975,88.5348,1193.0,20.508342318168506,0.39361933,1
27.4005,88.5135,894.0,53.65232429628262,0.30612543,1
27.2341,88.4977,458.0,29.361958569801097,0.2950465,1
27.1751,88.5333,302.0,1.0469898661202004,0.30933088,1
27.478,88.527,748.0,25.158151350613366,0.35197285,1
27.593,88.492,3237.0,43.63056378191044,0.42452207,1
27.8385,88.556,3827.0,18.148372261132867,0.23546802,1
27.6558,88.605,1935.0,14.724144006600381,0.35802537,1
27.02149311,88.25902123,2320.0,20.258839638506245,0.35390183,1
27.54295099,88.59676956,1671.0,41.74126515861766,0.38778162,1
27.0605,88.255,1977.0,31.531034141655592,0.33194882,1
27.6163,88.6586,1845.0,30.683394156999874,0.32927534,1
27.4459,88.6193,1957.0,16.414929595362178,0.32149127,1
27.1761,88.5287,299.0,11.466574956606225,0.30876142,1
27.3383,88.6069,1516.0,15.654127607263682,0.29853615,1
27.5161,88.5575,1342.0,17.160546626052714,0.39170676,1
27.0076,88.251,2257.0,14.815845105657768,0.35326093,1
27.15977181,88.63411246,802.0,33.677819564099245,0.32521746,1
27.2879,88.2579,1506.0,27.304314788066787,0.32055107,1
27.0713,88.4308,281.0,36.19027204916055,0.35497716,1
27.3702,88.7334,3523.0,12.87809278676494,0.26650253,1
27.02459801,88.43849551,435.0,35.08819144760586,0.36968115,1
27.0096,88.2548,2315.0,19.815141880553202,0.353982,1
27.3341,88.6083,1450.0,21.87868424572563,0.29174706,1
27.0765,88.4808,1212.0,17.98063071985135,0.35322532,1
27.3425,88.6236,2049.0,34.86558127818643,0.29298338,1
27.3721,88.708,3165.0,38.94019588689997,0.27071485,1
27.0377,88.3603,1484.0,19.430305218647838,0.35058442,1
27.0599,88.4674,1239.0,12.96091772215499,0.3573789,1
27.2084,88.4909,339.0,25.800465596948577,0.29948997,1
27.1141,88.4658,283.0,43.569898795013884,0.3403085,1
27.3773,88.559,1480.0,33.404343874683725,0.30342057,1
27.3765,88.7628,3762.0,12.614985110134192,0.273495,1
27.1344,88.4575,629.0,23.519218251697747,0.32811412,1
27.04,88.264,2080.0,14.64419909498516,0.3442283,1
27.1748,88.6458,947.0,17.47675207909676,0.3208023,1
27.059,88.4694,1182.0,10.638681294965146,0.3576413,1
27.167,88.3652,1486.0,24.984075378774477,0.30414975,1
27.3746,88.7648,3748.0,6.093221193089146,0.27403426,1
27.5509,88.6475,1390.0,42.30930264300087,0.32095987,1
27.201,88.4883,401.0,28.898979647072355,0.30069283,1
27.3736,88.7323,3426.0,31.487581407704106,0.2660871,1
27.0095,88.2592,2222.0,30.5303736815488,0.35486946,1
27.0736,88.4779,1159.0,12.765311649701772,0.35384887,1
27.0366,88.263,2113.0,20.24685700116599,0.34601328,1
27.0257,88.4301,296.0,40.68303187048949,0.37084752,1
27.7565,88.632,3891.0,18.995610802794886,0.28804374,1
27.1499,88.38,1107.0,30.231387825582573,0.3115717,1
27.1954,88.6115,474.0,7.7281177254035445,0.3094613,1
27.0375,88.2627,2072.0,16.2993037813212,0.34550238,1
27.13862165,88.22551799,882.0,25.235122599687926,0.31169596,1
27.3425,88.2426,1388.0,29.502959937880608,0.3570429,1
27.1675,88.3651,1511.0,21.074206739575047,0.30395088,1
27.0638,88.4659,1169.0,14.222455194901235,0.35634276,1
27.1758,88.5294,308.0,19.60252892453442,0.30890378,1
27.172,88.5292,324.0,36.58013977093394,0.31089693,1
27.337,88.609,1542.0,12.808674180479805,0.29782826,1
27.322,88.6087,1510.0,32.861560466582354,0.29213563,1
27.7167,88.5577,2660.0,13.889910063988363,0.31668317,1
27.0875,88.6556,2180.0,16.902192035129243,0.35245213,1
27.05374234,88.42572376,232.0,27.711900663421943,0.3599545,1
27.0816,88.4397,252.0,22.43298046910671,0.35064048,1
27.4885,88.4451,1918.0,30.339266278274966,0.3709089,1
27.1695,88.3664,1586.0,22.030759808625117,0.30337718,1
27.3392,88.6188,1862.0,25.57956436164378,0.2946183,1
27.3543,88.6428,2119.0,17.82998793925676,0.28501484,1
27.0875,88.4572,264.0,22.085194494646778,0.34949264,1
27.2319,88.497,360.0,9.726242690379378,0.29537565,1
27.2872,88.2816,575.0,20.69204152411203,0.31980267,1
27.0087,88.443,317.0,34.356776703785975,0.37012455,1
27.0678,88.456,1087.0,19.583009764141945,0.35527113,1
27.06826195,88.28121204,1730.0,3.093932997600747,0.33001962,1
27.1667,88.35,1155.0,24.723705326098102,0.30260837,1
27.7344,88.633,3496.0,23.182632129238677,0.3019553,1
27.339,88.6065,1504.0,18.40277837652996,0.29875302,1
27.0161,88.2478,2193.0,17.015238615668228,0.35259533,1
27.0165,88.2476,2189.0,8.803836851078314,0.35253987,1
27.6047,88.6463,1614.0,13.507315670335808,0.34282437,1
27.2676,88.2891,614.0,49.12208122331949,0.30797097,1
27.0771,88.482,1222.0,17.086431296094734,0.35305,1
27.04357147,88.26522126,2070.0,2.966468880950846,0.34233132,1
27.360364,88.651914,2250.0,44.82934910034096,0.2803682,1
27.88874999999575,88.3693055555911,4530.0,2.777172777366041,0.21899217,0
27.21347222221788,88.79430555559117,2504.0,17.82998793925676,0.3161557,0
27.28736111110678,88.59013888892447,934.0,31.873360243724434,0.29322731,0
27.243472222217886,88.36375000003555,2073.0,31.275169425859048,0.2896466,0
27.695694444440168,88.28875000003553,4155.0,10.497256060588779,0.40057036,0
27.761805555551287,88.18569444447996,6110.0,22.99113539893708,0.3132883,0
27.37374999999568,88.7598611111467,3750.0,8.868127539395386,0.27356562,0
27.31374999999567,88.78152777781338,3229.0,44.00680820547738,0.27759087,0
27.15541666666232,88.51986111114668,588.0,30.531056642690885,0.31943905,0
27.109027777773424,88.59458333336892,1799.0,15.79729512007454,0.34404472,0
27.046527777773417,88.51791666670223,693.0,42.694186458980994,0.35670906,0
27.458749999995693,88.52263888892446,933.0,26.484022487436032,0.34234285,0
27.13486111110676,88.35736111114666,615.0,26.867122526595132,0.31336135,0
27.73236111110684,88.7537500000356,3442.0,47.38124253136882,0.27209222,0
27.05624999999564,88.23597222225776,1562.0,18.29560948237206,0.33290437,0
27.819027777773517,88.45263888892445,4846.0,29.985234536982063,0.2519434,0
27.643749999995716,88.76791666670226,4073.0,33.90992218431182,0.29415098,0
27.53263888888459,88.30486111114665,4280.0,24.4516384553622,0.44875908,0
27.010138888884523,88.1965277778133,2094.0,30.402907308352262,0.3423896,0
27.729027777773506,88.76236111114672,3064.0,9.835443428729,0.27187258,0
27.5387499999957,88.5320833333689,1289.0,47.57473451765919,0.38939455,0
27.852083333329077,88.54486111114669,3657.0,23.31254200140045,0.22905827,0
27.783749999995734,88.8151388889245,3728.0,31.621751973747994,0.24597524,0
27.407638888884573,88.72625000003559,4022.0,29.58517444934148,0.26056212,0
27.448472222217912,88.36875000003555,2083.0,27.271518871292418,0.35448623,0
27.30680555555123,88.64930555559114,2055.0,28.866602241338146,0.2869557,0
27.236805555551218,88.47736111114668,656.0,19.67968927864274,0.29078448,0
27.10402777777342,88.52569444448001,1185.0,25.93501575541938,0.34577724,0
27.644027777773495,88.38291666670222,3607.0,63.448298296430316,0.41160676,0
27.830694444440187,88.51430555559112,4804.0,25.756767688960892,0.23934059,0
27.444305555551246,88.7123611111467,2851.0,37.04122658145679,0.2725372,0
27.642916666662384,88.80041666670228,4429.0,25.481597825138486,0.2879707,0
27.236249999995664,88.7212500000356,1285.0,16.340956743542918,0.30775708,0
27.022638888884522,88.54513888892446,1221.0,28.722420549427667,0.36082274,0
27.592916666662376,88.6887500000356,2884.0,40.33089671694383,0.30423564,0
27.796527777773516,88.70041666670225,3725.0,14.073213932655152,0.2600711,0
27.177638888884545,88.59958333336891,889.0,28.998614629875014,0.31104589,0
27.87097222221797,88.77680555559115,5261.0,16.457761659113388,0.21376573,0
27.632361111106825,88.29319444447998,4272.0,28.13772010210183,0.4388459,0
27.42208333332902,88.40152777781333,2398.0,41.255166351747626,0.33397558,0
27.251249999995665,88.78208333336893,2891.0,31.799229155812625,0.28991517,0
27.509305555551254,88.81763888892449,4446.0,37.67204526024003,0.2934187,0
27.73847222221795,88.18763888892441,5861.0,47.703755036085916,0.34153515,0
27.543749999995704,88.62402777781335,1296.0,19.425219374319575,0.35153955,0
27.54402777777348,88.75013888892448,3917.0,32.09865593306727,0.28399011,0
27.795138888884626,88.45763888892445,4618.0,23.4739051014642,0.26834324,0
27.299583333329004,88.19236111114664,1803.0,20.46812999366056,0.32985702,0
27.408472222217906,88.43347222225778,2144.0,30.041212293495622,0.2979598,0
27.257638888884554,88.58319444448001,1002.0,20.460156884441457,0.2918269,0
27.49708333332903,88.78791666670227,4830.0,3.844396371132682,0.28661978,0
27.420138888884576,88.18708333336886,2311.0,49.72311957635002,0.32533833,0
27.334305555551232,88.41430555559111,2563.0,45.75408197471896,0.29928145,0
27.50736111110681,88.40736111114667,2423.0,45.10175930462152,0.4361514,0
27.05597222221786,88.79791666670228,1280.0,37.045646770654756,0.3448145,0
27.200138888884545,88.76263888892449,2262.0,14.501599720285604,0.3274686,0
27.168472222217876,88.76069444448004,2709.0,13.566183553268809,0.34560418,0
27.835694444440186,88.37819444447999,5275.0,34.51617952124486,0.24086824,0
27.45680555555125,88.46819444448,2155.0,38.466864350059005,0.35571796,0
27.373194444440124,88.21513888892441,1697.0,13.806828472241621,0.33360744,0
27.760416666662397,88.55680555559113,3656.0,44.022500077741455,0.28455585,0
27.301805555551226,88.27125000003554,1252.0,26.139749697801292,0.32518053,0
27.867916666662413,88.57375000003557,4201.0,54.054702744675836,0.22144666,0
27.623472222217934,88.68319444448004,1947.0,14.635505290506968,0.30628094,0
27.866805555551302,88.5559722222578,3883.0,14.443765443225027,0.22198081,0
27.091249999995643,88.41680555559111,474.0,29.27174063657274,0.3435821,0
